"Activity Name","Course Code","Activity Host Key","Actvity Type","Day Name","Start Time","End Time","Location Name"
"MATH1 EM1a - Tutorial(online)/22","MATH08074_SS1_SEM1","#SPLUS1BB295","Workshop - Online Live","Thursday","17:10","18:00",""
"MATH1 EM1a - Tutorial(online)/27","MATH08074_SS1_SEM1","#SPLUS9BDBE2","Workshop - Online Live","Friday","10:00","10:50",""
"MATH1 EM1a - Tutorial/01","MATH08074_SS1_SEM1","#SPLUS1BB277","Tutorial","Thursday","9:00","9:50","Lecture Theatre 2"
"MATH1 EM1a - Tutorial/02","MATH08074_SS1_SEM1","#SPLUS1BB267","Tutorial","Thursday","9:00","9:50","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/03","MATH08074_SS1_SEM1","#SPLUS1BB27F","Tutorial","Thursday","9:00","9:50","2.03"
"MATH1 EM1a - Tutorial/04","MATH08074_SS1_SEM1","#SPLUS1BB281","Tutorial","Thursday","10:00","10:50","2.03"
"MATH1 EM1a - Tutorial/06","MATH08074_SS1_SEM1","#SPLUS1BB279","Tutorial","Thursday","10:00","10:50","Lecture Theatre 2"
"MATH1 EM1a - Tutorial/07","MATH08074_SS1_SEM1","#SPLUS1BB27B","Tutorial","Thursday","11:10","12:00","Lecture Theatre 2"
"MATH1 EM1a - Tutorial/08","MATH08074_SS1_SEM1","#SPLUS1BB283","Tutorial","Thursday","11:10","12:00","2.03"
"MATH1 EM1a - Tutorial/09","MATH08074_SS1_SEM1","#SPLUS1BB26B","Tutorial","Thursday","11:10","12:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/10","MATH08074_SS1_SEM1","#SPLUS1BB27D","Tutorial","Thursday","12:10","13:00","Lecture Theatre 2"
"MATH1 EM1a - Tutorial/11","MATH08074_SS1_SEM1","#SPLUS1BB26D","Tutorial","Thursday","12:10","13:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/13","MATH08074_SS1_SEM1","#SPLUS1BB285","Tutorial","Thursday","12:10","13:00","2.03"
"MATH1 EM1a - Tutorial/14","MATH08074_SS1_SEM1","#SPLUS1BB26F","Tutorial","Thursday","14:10","15:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/15","MATH08074_SS1_SEM1","#SPLUS1BB287","Tutorial","Thursday","14:10","15:00","2.03"
"MATH1 EM1a - Tutorial/17","MATH08074_SS1_SEM1","#SPLUS1BB271","Tutorial","Thursday","15:10","16:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/18","MATH08074_SS1_SEM1","#SPLUS1BB289","Tutorial","Thursday","15:10","16:00","2.03"
"MATH1 EM1a - Tutorial/19","MATH08074_SS1_SEM1","#SPLUS1BB28B","Tutorial","Thursday","16:10","17:00","2.03"
"MATH1 EM1a - Tutorial/20","MATH08074_SS1_SEM1","#SPLUS1BB273","Tutorial","Thursday","16:10","17:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/23","MATH08074_SS1_SEM1","#SPLUS1BB275","Tutorial","Thursday","17:10","18:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/24","MATH08074_SS1_SEM1","#SPLUS1BB28D","Tutorial","Thursday","17:10","18:00","2.03"
"MATH1 EM1a - Tutorial/25","MATH08074_SS1_SEM1","#SPLUS1BB2A1","Tutorial","Friday","9:00","9:50","2.03"
"MATH1 EM1a - Tutorial/26","MATH08074_SS1_SEM1","#SPLUS1BB2A3","Tutorial","Friday","10:00","10:50","2.03"
"MATH1 EM1a - Tutorial/28","MATH08074_SS1_SEM1","#SPLUS1BB26A","Tutorial","Thursday","10:00","10:50","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/29","MATH08074_SS1_SEM1","#SPLUS1BB29B","Tutorial","Friday","10:00","10:50","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/30","MATH08074_SS1_SEM1","#SPLUS1BB2A5","Tutorial","Friday","11:10","12:00","2.03"
"MATH1 EM1a - Tutorial/31","MATH08074_SS1_SEM1","#SPLUS1BB29D","Tutorial","Friday","11:10","12:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/32","MATH08074_SS1_SEM1","#SPLUS1BB29F","Tutorial","Friday","12:10","13:00","M2 - Teaching Studio"
"MATH1 EM1a - Tutorial/33","MATH08074_SS1_SEM1","#SPLUS1BB2A7","Tutorial","Friday","12:10","13:00","2.03"
"MATH1 EM1a - Tutorial/34","MATH08074_SS1_SEM1","#SPLUS1BB299","Tutorial","Friday","9:00","9:50","M2 - Teaching Studio"
"MATH1 IDS - Tutorial/01","MATH08077_SS1_SEM1","#SPLUS1BB705","Tutorial - Online Live","Friday","10:00","10:50",""
"MATH1 IDS - Tutorial/02","MATH08077_SS1_SEM1","#SPLUS1BB707","Tutorial - Online Live","Friday","11:10","12:00",""
"MATH1 IDS - Tutorial/03","MATH08077_SS1_SEM1","#SPLUS1BB709","Tutorial - Online Live","Friday","12:10","13:00",""
"MATH1 Introduction to Data Science - Q&A session","MATH08077_SS1_SEM1","#SPLUS1BB6BE","Activity - Online Live","Thursday","11:10","12:00",""
"MATH3 Stochastic Modelling - Office hours","MATH10007_SV1_SEM1","#SPLUS1BB6B6","Activity - Online Live","Friday","14:10","15:00",""
"MATH3 Stochastic Modelling - Tut (Online)/15","MATH10007_SV1_SEM1","#SPLUSD98A60","Tutorial - Online Live","Tuesday","9:00","9:50",""
"MATH3 Stochastic Modelling - Tut (Online)/16","MATH10007_SV1_SEM1","#SPLUSD98A62","Tutorial - Online Live","Tuesday","14:10","15:00",""
"MATH3 Stochastic Modelling - Tut (Suite 1)/01","MATH10007_SV1_SEM1","#SPLUSD98A32","Tutorial","Tuesday","9:00","9:50","5326"
"MATH3 Stochastic Modelling - Tut (Suite 1)/02","MATH10007_SV1_SEM1","#SPLUSD98A34","Tutorial","Tuesday","9:00","9:50","5327"
"MATH3 Stochastic Modelling - Tut (Suite 1)/03","MATH10007_SV1_SEM1","#SPLUSD98A36","Tutorial","Tuesday","9:00","9:50","5328"
"MATH3 Stochastic Modelling - Tut (Suite 1)/04","MATH10007_SV1_SEM1","#SPLUSD98A38","Tutorial","Tuesday","9:00","9:50","5205"
"MATH3 Stochastic Modelling - Tut (Suite 1)/08","MATH10007_SV1_SEM1","#SPLUSD98A40","Tutorial","Tuesday","14:10","15:00","5326"
"MATH3 Stochastic Modelling - Tut (Suite 1)/09","MATH10007_SV1_SEM1","#SPLUSD98A42","Tutorial","Tuesday","14:10","15:00","5327"
"MATH3 Stochastic Modelling - Tut (Suite 1)/10","MATH10007_SV1_SEM1","#SPLUSD98A44","Tutorial","Tuesday","14:10","15:00","5328"
"MATH3 Stochastic Modelling - Tut (Suite 1)/11","MATH10007_SV1_SEM1","#SPLUSD98A46","Tutorial","Tuesday","14:10","15:00","5205"
"MATH3 Stochastic Modelling - Tut (Suite 3)/05","MATH10007_SV1_SEM1","#SPLUSD98A3A","Tutorial","Tuesday","9:00","9:50","6301"
"MATH3 Stochastic Modelling - Tut (Suite 3)/06","MATH10007_SV1_SEM1","#SPLUSD98A3C","Tutorial","Tuesday","9:00","9:50","6201"
"MATH3 Stochastic Modelling - Tut (Suite 3)/07","MATH10007_SV1_SEM1","#SPLUSD98A3E","Tutorial","Tuesday","9:00","9:50","6206"
"MATH3 Stochastic Modelling - Tut (Suite 3)/12","MATH10007_SV1_SEM1","#SPLUSD98A52","Tutorial","Tuesday","14:10","15:00","6301"
"MATH3 Stochastic Modelling - Tut (Suite 3)/13","MATH10007_SV1_SEM1","#SPLUSD98A54","Tutorial","Tuesday","14:10","15:00","6201"
"MATH3 Stochastic Modelling - Tut (Suite 3)/14","MATH10007_SV1_SEM1","#SPLUSD98A56","Tutorial","Tuesday","14:10","15:00","6206"
"MATH4/5 Mathematical Education - Tut/01","MATH10010_SV1_YR","#SPLUS648769","Tutorial - Online Live","Wednesday","14:10","15:00",""
"MATH4/5 Mathematical Education - Tut/02","MATH10010_SV1_YR","#SPLUS648767","Tutorial - Online Live","Wednesday","15:30","16:30",""
"MATH4/5 Mathematical Education - Tut/03","MATH10010_SV1_YR","#SPLUS9BDEB7","Tutorial - Online Live","Thursday","9:00","9:50",""
"MATH4/5 Mathematical Education - Tut/04","MATH10010_SV1_YR","#SPLUS9BDEB5","Tutorial - Online Live","Thursday","14:10","15:00",""
"MATH4/5 Mathematical Biology - Tut (Online)/07","MATH10013_SV1_SEM1","#SPLUSB46910","Tutorial - Online Live","Friday","12:10","13:00",""
"MATH4/5 Mathematical Biology - Tut (Online)/08","MATH10013_SV1_SEM1","#SPLUSB46912","Tutorial - Online Live","Friday","15:30","16:30",""
"MATH4/5 Mathematical Biology - Tut (Suite 3)/01","MATH10013_SV1_SEM1","#SPLUSB46904","Tutorial","Friday","12:10","13:00","6301"
"MATH4/5 Mathematical Biology - Tut (Suite 3)/02","MATH10013_SV1_SEM1","#SPLUSB46906","Tutorial","Friday","12:10","13:00","6201"
"MATH4/5 Mathematical Biology - Tut (Suite 3)/03","MATH10013_SV1_SEM1","#SPLUSB46908","Tutorial","Friday","12:10","13:00","6206"
"MATH4/5 Mathematical Biology - Tut (Suite 3)/04","MATH10013_SV1_SEM1","#SPLUSB4690A","Tutorial","Friday","15:30","16:30","6301"
"MATH4/5 Mathematical Biology - Tut (Suite 3)/06","MATH10013_SV1_SEM1","#SPLUSB4690E","Tutorial","Friday","15:30","16:30","6206"
"MATH4/5 Prob, Meas & Finance - Tut (Online)/07","MATH10024_SV1_YR","#SPLUSB468D0","Tutorial - Online Live","Friday","10:30","11:30",""
"MATH4/5 Prob, Meas & Finance - Tut (Online)/08","MATH10024_SV1_YR","#SPLUSB468D2","Tutorial - Online Live","Friday","15:30","16:30",""
"MATH4/5 Prob, Meas & Finance - Tut (Suite 2)/04","MATH10024_SV1_YR","#SPLUSB46893","Tutorial","Friday","15:30","16:30","3217 - Teaching Studio"
"MATH4/5 Prob, Meas & Finance - Tut (Suite 2)/05","MATH10024_SV1_YR","#SPLUSB46895","Tutorial","Friday","15:30","16:30","3217 - Teaching Studio"
"MATH4/5 Prob, Meas & Finance - Tut (Suite 2)/06","MATH10024_SV1_YR","#SPLUSB46897","Tutorial","Friday","15:30","16:30","1501"
"MATH4/5 Prob, Meas & Finance - Tut (Suite 3)/01","MATH10024_SV1_YR","#SPLUSB4688D","Tutorial","Friday","10:30","11:30","6301"
"MATH4/5 Prob, Meas & Finance - Tut (Suite 3)/02","MATH10024_SV1_YR","#SPLUSB4688F","Tutorial","Friday","10:30","11:30","6201"
"MATH4/5 Prob, Meas & Finance - Tut (Suite 3)/03","MATH10024_SV1_YR","#SPLUSB46891","Tutorial","Friday","10:30","11:30","6206"
"MATH4/5 Essentials Analysis & Prob - Lecture","MATH10047_SV1_SEM1","#SPLUS1BB679","Lecture - Online Live","Tuesday","10:00","12:00",""
"MATH4/5 Essentials Analysis & Prob - Tut (Online)/07","MATH10047_SV1_SEM1","#SPLUSB4684C","Tutorial - Online Live","Friday","10:30","11:30",""
"MATH4/5 Essentials Analysis & Prob - Tut (Online)/08","MATH10047_SV1_SEM1","#SPLUSB4684E","Tutorial - Online Live","Friday","15:30","16:30",""
"MATH4/5 Essentials Analysis & Prob - Tut (Suite 3)/01","MATH10047_SV1_SEM1","#SPLUSB4683F","Tutorial","Friday","10:30","11:30","6301"
"MATH4/5 Essentials Analysis & Prob - Tut (Suite 3)/02","MATH10047_SV1_SEM1","#SPLUSB46841","Tutorial","Friday","10:30","11:30","6201"
"MATH4/5 Essentials Analysis & Prob - Tut (Suite 3)/03","MATH10047_SV1_SEM1","#SPLUSB46843","Tutorial","Friday","10:30","11:30","6206"
"MATH4/5 Applied Stochastic Differential Equation -  Office hours","MATH10053_SV1_SEM1","#SPLUS1BB68E","Activity - Online Live","Wednesday","13:10","14:00",""
"MATH4/5 Applied Stochastic Differential Equation - Tut (Online)/11","MATH10053_SV1_SEM1","#SPLUSF27FDA","Tutorial - Online Live","Friday","9:00","9:50",""
"MATH4/5 Applied Stochastic Differential Equation - Tut (Online)/12","MATH10053_SV1_SEM1","#SPLUSF27FDC","Tutorial - Online Live","Friday","10:30","11:30",""
"MATH4/5 Applied Stochastic Differential Equation - Tut (Online)/13","MATH10053_SV1_SEM1","#SPLUSF27FDE","Tutorial - Online Live","Friday","15:30","16:30",""
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 1)/01","MATH10053_SV1_SEM1","#SPLUSF27FC5","Tutorial","Friday","9:00","9:50","5326"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 1)/02","MATH10053_SV1_SEM1","#SPLUSF27FC7","Tutorial","Friday","9:00","9:50","5327"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 1)/03","MATH10053_SV1_SEM1","#SPLUSF27FC9","Tutorial","Friday","9:00","9:50","5328"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 1)/04","MATH10053_SV1_SEM1","#SPLUSF27FCB","Tutorial","Friday","9:00","9:50","5205"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 2)/05","MATH10053_SV1_SEM1","#SPLUSF27FCD","Tutorial","Friday","10:30","11:30","3217 - Teaching Studio"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 2)/06","MATH10053_SV1_SEM1","#SPLUSF27FCF","Tutorial","Friday","10:30","11:30","3217 - Teaching Studio"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 2)/07","MATH10053_SV1_SEM1","#SPLUSF27FD1","Tutorial","Friday","10:30","11:30","1501"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 3)/08","MATH10053_SV1_SEM1","#SPLUSF27FD4","Tutorial","Friday","15:30","16:30","6301"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 3)/09","MATH10053_SV1_SEM1","#SPLUSF27FD6","Tutorial","Friday","15:30","16:30","6201"
"MATH4/5 Applied Stochastic Differential Equation - Tut (Suite 3)/10","MATH10053_SV1_SEM1","#SPLUSF27FD8","Tutorial","Friday","15:30","16:30","6206"
"MATH4/5 Applied Stochastic Differential Equations - Lab/01","MATH10053_SV1_SEM1","#SPLUS9BDD71","Computer Workshop - Online Live","Tuesday","10:30","11:30",""
"MATH4/5 Applied Stochastic Differential Equations - Lab/02","MATH10053_SV1_SEM1","#SPLUS9BDD73","Computer Workshop - Online Live","Tuesday","17:10","18:00",""
"MATH4/5 Applied Stochastic Differential Equations - Lab/03","MATH10053_SV1_SEM1","#SPLUS9BDD75","Computer Workshop - Online Live","Tuesday","17:10","18:00",""
"MATH4/5 Fundamentals of Op Research -  Office Hour","MATH10065_SV1_SEM1","#SPLUS2702DB","Tutorial","Tuesday","13:10","14:00",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/26","MATH10065_SV1_SEM1","#SPLUSF27E69","Tutorial - Online Live","Thursday","9:00","9:50",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/27","MATH10065_SV1_SEM1","#SPLUSF27E6B","Tutorial - Online Live","Thursday","10:30","11:30",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/28","MATH10065_SV1_SEM1","#SPLUSF27E6D","Tutorial - Online Live","Thursday","15:30","16:30",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/29","MATH10065_SV1_SEM1","#SPLUSF27E6F","Tutorial - Online Live","Friday","10:30","11:30",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/30","MATH10065_SV1_SEM1","#SPLUSF27E71","Tutorial - Online Live","Friday","14:10","15:00",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/31","MATH10065_SV1_SEM1","#SPLUS9BDE40","Tutorial - Online Live","Friday","14:10","15:00",""
"MATH4/5 Fundamentals of Op Research -  Tut (Online)/32","MATH10065_SV1_SEM1","#SPLUS24FCC7","Tutorial","Thursday","14:10","15:00",""
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/01","MATH10065_SV1_SEM1","#SPLUSF27E2A","Tutorial","Thursday","9:00","9:50","5326"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/02","MATH10065_SV1_SEM1","#SPLUSF27E2C","Tutorial","Thursday","9:00","9:50","5327"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/03","MATH10065_SV1_SEM1","#SPLUSF27E2E","Tutorial","Thursday","9:00","9:50","5328"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/04","MATH10065_SV1_SEM1","#SPLUSF27E30","Tutorial","Thursday","9:00","9:50","5205"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/08","MATH10065_SV1_SEM1","#SPLUSF27E3A","Tutorial","Thursday","14:10","15:00","5326"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/09","MATH10065_SV1_SEM1","#SPLUSF27E3C","Tutorial","Thursday","14:10","15:00","5327"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/10","MATH10065_SV1_SEM1","#SPLUSF27E3E","Tutorial","Thursday","14:10","15:00","5328"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/11","MATH10065_SV1_SEM1","#SPLUSF27E40","Tutorial","Thursday","14:10","15:00","5205"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/18","MATH10065_SV1_SEM1","#SPLUSF27E4F","Tutorial","Friday","10:30","11:30","5326"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/19","MATH10065_SV1_SEM1","#SPLUSF27E51","Tutorial","Friday","10:30","11:30","5327"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/20","MATH10065_SV1_SEM1","#SPLUSF27E53","Tutorial","Friday","10:30","11:30","5328"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/21","MATH10065_SV1_SEM1","#SPLUSF27E55","Tutorial","Friday","10:30","11:30","5205"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/22","MATH10065_SV1_SEM1","#SPLUSF27E59","Tutorial","Friday","14:10","15:00","5326"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/23","MATH10065_SV1_SEM1","#SPLUSF27E5B","Tutorial","Friday","14:10","15:00","5327"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/24","MATH10065_SV1_SEM1","#SPLUSF27E5D","Tutorial","Friday","14:10","15:00","5328"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 1)/25","MATH10065_SV1_SEM1","#SPLUSF27E5F","Tutorial","Friday","14:10","15:00","5205"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/05","MATH10065_SV1_SEM1","#SPLUSF27E32","Tutorial","Thursday","10:30","11:30","3217 - Teaching Studio"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/06","MATH10065_SV1_SEM1","#SPLUSF27E34","Tutorial","Thursday","10:30","11:30","3217 - Teaching Studio"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/07","MATH10065_SV1_SEM1","#SPLUSF27E36","Tutorial","Thursday","10:30","11:30","1501"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/12","MATH10065_SV1_SEM1","#SPLUSF27E42","Tutorial","Thursday","15:30","16:30","3217 - Teaching Studio"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/13","MATH10065_SV1_SEM1","#SPLUSF27E44","Tutorial","Thursday","15:30","16:30","3217 - Teaching Studio"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 2)/14","MATH10065_SV1_SEM1","#SPLUSF27E46","Tutorial","Thursday","15:30","16:30","1501"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 3)/15","MATH10065_SV1_SEM1","#SPLUSF27E48","Tutorial","Thursday","15:30","16:30","6301"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 3)/16","MATH10065_SV1_SEM1","#SPLUSF27E4A","Tutorial","Thursday","15:30","16:30","6201"
"MATH4/5 Fundamentals of Op Research -  Tut (Suite 3)/17","MATH10065_SV1_SEM1","#SPLUSF27E4C","Tutorial","Thursday","15:30","16:30","6206"
"MATH3 Hons Differential Eq - Look Ahead","MATH10066_SV1_SEM1","#SPLUSD1929F","Lecture - Online Live","Monday","13:10","13:30",""
"MATH3 Hons Differential Eq - Office hours","MATH10066_SV1_SEM1","#SPLUS1BB6AE","Activity - Online Live","Thursday","15:10","16:00",""
"MATH3 Hons Differential Eq - skills/01","MATH10066_SV1_SEM1","#SPLUSD98B4C","Workshop","Monday","9:00","10:50",""
"MATH3 Hons Differential Eq - skills/02","MATH10066_SV1_SEM1","#SPLUSD98B4E","Workshop","Monday","11:10","13:00",""
"MATH3 Hons Differential Eq - skills/03","MATH10066_SV1_SEM1","#SPLUSD98B50","Workshop","Monday","14:10","16:00",""
"MATH3 Hons Differential Eq - skills/04","MATH10066_SV1_SEM1","#SPLUSD98B52","Workshop","Monday","16:10","18:00",""
"MATH3 Hons Differential Eq - Tut (Online)/19","MATH10066_SV1_SEM1","#SPLUSE99808","Tutorial - Online Live","Tuesday","10:30","11:30",""
"MATH3 Hons Differential Eq - Tut (Online)/20","MATH10066_SV1_SEM1","#SPLUSE9980A","Tutorial - Online Live","Tuesday","12:10","13:00",""
"MATH3 Hons Differential Eq - Tut (Online)/21","MATH10066_SV1_SEM1","#SPLUSE9980C","Tutorial - Online Live","Tuesday","15:30","16:30",""
"MATH3 Hons Differential Eq - Tut (Online)/22","MATH10066_SV1_SEM1","#SPLUSE9980E","Tutorial - Online Live","Tuesday","17:10","18:00",""
"MATH3 Hons Differential Eq - Tut (Suite 1)/06","MATH10066_SV1_SEM1","#SPLUSE997EE","Tutorial","Tuesday","12:10","13:00","5326"
